Time,Voltage
17.079,4.052
17.089,4.05
17.099,4.049
17.109,4.047
17.119,4.046
17.129,4.043
17.139,4.042
17.149,4.04
17.159,4.038
17.169,4.037
17.179,4.035
17.189,4.034
17.199,4.032
17.209,4.03
17.219,4.028
17.229,4.027
17.239,4.025
17.249,4.023
17.259,4.022
17.269,4.02
17.279,4.018
17.289,4.016
17.299,4.014
17.309,4.013
17.319,4.012
17.329,4.009
17.339,4.008
17.349,4.006
17.359,4.004
17.369,4.003
17.379,4.001
17.389,4
17.399,3.998
17.409,3.996
17.419,3.994
17.429,3.992
17.439,3.991
17.449,3.989
17.459,3.987
17.469,3.986
17.479,3.984
17.489,3.982
17.499,3.981
17.509,3.979
17.519,3.977
17.529,3.976
17.539,3.974
17.549,3.972
17.559,3.971
17.569,3.97
17.579,3.968
17.589,3.965
17.599,3.964
17.609,3.963
17.619,3.961
17.629,3.959
17.639,3.958
17.649,3.956
17.659,3.954
17.669,3.952
17.679,3.951
17.689,3.949
17.699,3.948
17.709,3.946
17.719,3.945
17.729,3.942
17.739,3.941
17.749,3.939
17.759,3.938
17.769,3.937
17.779,3.934
17.789,3.933
17.799,3.931
17.809,3.929
17.819,3.928
17.829,3.927
17.839,3.925
17.849,3.923
17.859,3.922
17.869,3.92
17.879,3.918
17.889,3.917
17.899,3.916
17.909,3.913
17.919,3.912
17.929,3.91
17.939,3.908
17.949,3.907
17.959,3.905
17.969,3.904
17.979,3.902
17.989,3.901
17.999,3.899
18.009,3.897
18.019,3.896
18.029,3.894
18.039,3.892
18.049,3.891
18.059,3.889
18.069,3.888
18.079,3.886
18.089,3.885
18.099,3.883
18.109,3.882
18.119,3.88
18.129,3.878
18.139,3.877
18.149,3.875
18.159,3.874
18.169,3.872
18.179,3.87
18.189,3.868
18.199,3.867
18.209,3.866
18.219,3.864
18.229,3.862
18.239,3.861
18.249,3.86
18.259,3.857
18.269,3.856
18.279,3.855
18.289,3.853
18.299,3.852
18.309,3.85
18.319,3.848
18.329,3.847
18.339,3.845
18.349,3.844
18.359,3.842
18.369,3.841
18.379,3.839
18.389,3.837
18.399,3.835
18.409,3.834
18.419,3.832
18.429,3.831
18.439,3.829
18.449,3.828
18.459,3.826
18.469,3.825
18.479,3.823
18.489,3.822
18.499,3.82
18.509,3.819
18.519,3.817
18.529,3.816
18.539,3.814
18.549,3.813
18.559,3.811
18.569,3.809
18.579,3.808
18.589,3.806
18.599,3.805
18.609,3.803
18.619,3.802
18.629,3.801
18.639,3.799
18.649,3.797
18.659,3.796
18.669,3.794
18.679,3.792
18.689,3.791
18.699,3.789
18.709,3.788
18.719,3.787
18.729,3.785
18.739,3.783
18.749,3.782
18.759,3.781
18.769,3.779
18.779,3.777
18.789,3.776
18.799,3.775
18.809,3.773
18.819,3.772
18.829,3.77
18.839,3.769
18.849,3.767
18.859,3.765
18.869,3.764
18.879,3.762
18.889,3.761
18.899,3.76
18.909,3.758
18.919,3.756
18.929,3.755
18.939,3.753
18.949,3.752
18.959,3.75
18.969,3.749
18.979,3.748
18.989,3.746
18.999,3.745
19.009,3.743
19.019,3.741
19.029,3.74
19.039,3.738
19.049,3.737
19.059,3.736
19.069,3.734
19.079,3.733
19.089,3.731
19.099,3.73
19.109,3.728
19.119,3.727
19.129,3.726
19.139,3.724
19.149,3.722
19.159,3.721
19.169,3.72
19.179,3.718
19.189,3.717
19.199,3.715
19.209,3.714
19.219,3.712
19.229,3.71
19.239,3.709
19.249,3.708
19.259,3.706
19.269,3.705
19.279,3.703
19.289,3.702
19.299,3.701
19.309,3.699
19.319,3.698
19.329,3.696
19.339,3.695
19.349,3.693
19.359,3.691
19.369,3.69
19.379,3.689
19.389,3.688
19.399,3.686
19.409,3.685
19.419,3.683
19.429,3.682
19.439,3.68
19.449,3.679
19.459,3.678
19.469,3.676
19.479,3.675
19.489,3.673
19.499,3.672
19.509,3.67
19.519,3.669
19.529,3.667
19.539,3.666
19.549,3.664
19.559,3.663
19.569,3.661
19.579,3.66
19.589,3.659
19.599,3.658
19.609,3.656
19.619,3.655
19.629,3.653
19.639,3.652
19.649,3.65
19.659,3.649
19.669,3.648
19.679,3.647
19.689,3.645
19.699,3.644
19.709,3.642
19.719,3.64
19.729,3.639
19.739,3.637
19.749,3.636
19.759,3.635
19.769,3.634
19.779,3.632
19.789,3.631
19.799,3.63
19.809,3.628
19.819,3.626
19.829,3.625
19.839,3.624
19.849,3.623
19.859,3.621
19.869,3.62
19.879,3.619
19.889,3.617
19.899,3.616
19.909,3.614
19.919,3.613
19.929,3.612
19.939,3.61
19.949,3.609
19.959,3.608
19.969,3.606
19.979,3.604
19.989,3.603
19.999,3.602
20.009,3.601
20.019,3.599
20.029,3.598
20.039,3.596
20.049,3.595
20.059,3.594
20.069,3.592
20.079,3.591
20.089,3.589
20.099,3.588
20.109,3.587
20.119,3.586
20.129,3.584
20.139,3.583
20.149,3.582
20.159,3.58
20.169,3.579
20.179,3.577
20.189,3.576
20.199,3.575
20.209,3.574
20.219,3.572
20.229,3.571
20.239,3.569
20.249,3.568
20.259,3.567
20.269,3.565
20.279,3.564
20.289,3.563
20.299,3.561
20.309,3.56
20.319,3.559
20.329,3.557
20.339,3.556
20.349,3.554
20.359,3.553
20.369,3.552
20.379,3.551
20.389,3.549
20.399,3.548
20.409,3.547
20.419,3.545
20.429,3.544
20.439,3.543
20.449,3.541
20.459,3.54
20.469,3.539
20.479,3.538
20.489,3.536
20.499,3.535
20.509,3.534
20.519,3.532
20.529,3.531
20.539,3.529
20.549,3.528
20.559,3.527
20.569,3.526
20.579,3.525
20.589,3.523
20.599,3.522
20.609,3.52
20.619,3.519
20.629,3.518
20.639,3.516
20.649,3.515
20.659,3.514
20.669,3.513
20.679,3.511
20.689,3.51
20.699,3.508
20.709,3.508
20.719,3.506
20.729,3.505
20.739,3.503
20.749,3.502
20.759,3.501
20.769,3.499
20.779,3.498
20.789,3.497
20.799,3.496
20.809,3.494
20.819,3.493
20.829,3.492
20.839,3.49
20.849,3.49
20.859,3.488
20.869,3.487
20.879,3.486
20.889,3.484
20.899,3.482
20.909,3.481
20.919,3.48
20.929,3.479
20.939,3.478
20.949,3.477
20.959,3.475
20.969,3.474
20.979,3.473
20.989,3.471
20.999,3.47
21.009,3.469
21.019,3.467
21.029,3.466
21.039,3.465
21.049,3.464
21.059,3.462
21.069,3.461
21.079,3.46
21.089,3.459
21.099,3.458
21.109,3.456
21.119,3.455
21.129,3.454
21.139,3.453
21.149,3.451
21.159,3.45
21.169,3.449
21.179,3.448
21.189,3.446
21.199,3.445
21.209,3.444
21.219,3.442
21.229,3.441
21.239,3.44
21.249,3.439
21.259,3.438
21.269,3.436
21.279,3.435
21.289,3.434
21.299,3.432
21.309,3.431
21.319,3.43
21.329,3.429
21.339,3.428
21.349,3.426
21.359,3.425
21.369,3.424
21.379,3.423
21.389,3.422
21.399,3.421
21.409,3.419
21.419,3.418
21.429,3.417
21.439,3.416
21.449,3.415
21.459,3.413
21.469,3.412
21.479,3.411
21.489,3.409
21.499,3.408
21.509,3.407
21.519,3.406
21.529,3.405
21.539,3.403
21.549,3.402
21.559,3.401
21.569,3.4
21.579,3.399
21.589,3.397
21.599,3.396
21.609,3.395
21.619,3.394
21.629,3.393
21.639,3.391
21.649,3.391
21.659,3.389
21.669,3.388
21.679,3.386
21.689,3.385
21.699,3.384
21.709,3.383
21.719,3.381
21.729,3.381
21.739,3.379
21.749,3.378
21.759,3.377
21.769,3.376
21.779,3.375
21.789,3.373
21.799,3.372
21.809,3.371
21.819,3.37
21.829,3.369
21.839,3.368
21.849,3.366
21.859,3.365
21.869,3.364
21.879,3.363
21.889,3.361
21.899,3.36
21.909,3.359
21.919,3.358
21.929,3.357
21.939,3.356
21.949,3.355
21.959,3.353
21.969,3.352
21.979,3.351
21.989,3.35
21.999,3.349
22.009,3.347
22.019,3.346
22.029,3.345
22.039,3.344
22.049,3.343
22.059,3.342
22.069,3.34
22.079,3.34
22.089,3.338
22.099,3.337
22.109,3.335
22.119,3.335
22.129,3.333
22.139,3.332
22.149,3.331
22.159,3.33
22.169,3.329
22.179,3.328
22.189,3.326
22.199,3.325
22.209,3.324
22.219,3.322
22.229,3.322
22.239,3.32
22.249,3.32
22.259,3.319
22.269,3.318
22.279,3.316
22.289,3.315
22.299,3.314
22.309,3.313
22.319,3.312
22.329,3.311
22.339,3.309
22.349,3.308
22.359,3.307
22.369,3.306
22.379,3.305
22.389,3.304
22.399,3.303
22.409,3.301
22.419,3.3
22.429,3.299
22.439,3.298
22.449,3.297
22.459,3.296
22.469,3.295
22.479,3.294
22.489,3.292
22.499,3.291
22.509,3.29
22.519,3.289
22.529,3.288
22.539,3.287
22.549,3.286
22.559,3.284
22.569,3.283
22.579,3.282
22.589,3.281
22.599,3.28
22.609,3.279
22.619,3.278
22.629,3.277
22.639,3.275
22.649,3.274
22.659,3.273
22.669,3.272
22.679,3.271
22.689,3.27
22.699,3.269
22.709,3.268
22.719,3.267
22.729,3.266
22.739,3.264
22.749,3.263
22.759,3.262
22.769,3.261
22.779,3.26
22.789,3.259
22.799,3.258
22.809,3.257
22.819,3.256
22.829,3.255
22.839,3.254
22.849,3.252
22.859,3.251
22.869,3.25
22.879,3.249
22.889,3.248
22.899,3.247
22.909,3.246
22.919,3.245
22.929,3.244
22.939,3.243
22.949,3.241
22.959,3.24
22.969,3.239
22.979,3.238
22.989,3.238
22.999,3.236
23.009,3.235
23.019,3.234
23.029,3.233
23.039,3.232
23.049,3.231
23.059,3.229
23.069,3.228
23.079,3.228
23.089,3.226
23.099,3.226
23.109,3.224
23.119,3.223
23.129,3.222
23.139,3.221
23.149,3.22
23.159,3.219
23.169,3.218
23.179,3.217
23.189,3.216
23.199,3.215
23.209,3.214
23.219,3.213
23.229,3.212
23.239,3.211
23.249,3.209
23.259,3.208
23.269,3.207
23.279,3.206
23.289,3.205
23.299,3.204
23.309,3.203
23.319,3.202
23.329,3.201
23.339,3.2
23.349,3.199
23.359,3.198
23.369,3.197
23.379,3.195
23.389,3.195
23.399,3.194
23.409,3.192
23.419,3.191
23.429,3.191
23.439,3.189
23.449,3.188
23.459,3.187
23.469,3.186
23.479,3.186
23.489,3.185
23.499,3.183
23.509,3.183
23.519,3.181
23.529,3.18
23.539,3.179
23.549,3.178
23.559,3.177
23.569,3.176
23.579,3.175
23.589,3.174
23.599,3.173
23.609,3.172
23.619,3.171
23.629,3.17
23.639,3.168
23.649,3.168
23.659,3.167
23.669,3.166
23.679,3.164
23.689,3.164
23.699,3.163
23.709,3.161
23.719,3.161
23.729,3.16
23.739,3.159
23.749,3.158
23.759,3.157
23.769,3.155
23.779,3.154
23.789,3.153
23.799,3.152
23.809,3.151
23.819,3.15
23.829,3.149
23.839,3.148
23.849,3.148
23.859,3.146
23.869,3.145
23.879,3.144
23.889,3.143
23.899,3.142
23.909,3.141
23.919,3.14
23.929,3.139
23.939,3.138
23.949,3.137
23.959,3.136
23.969,3.135
23.979,3.134
23.989,3.133
23.999,3.132
24.009,3.131
24.019,3.13
24.029,3.129
24.039,3.128
24.049,3.127
24.059,3.126
24.069,3.126
24.079,3.124
24.089,3.123
24.099,3.122
24.109,3.121
24.119,3.12
24.129,3.12
24.139,3.118
24.149,3.117
24.159,3.116
24.169,3.115
24.179,3.114
24.189,3.113
24.199,3.112
24.209,3.111
24.219,3.111
24.229,3.109
24.239,3.109
24.249,3.107
24.259,3.107
24.269,3.105
24.279,3.105
24.289,3.103
24.299,3.102
24.309,3.101
24.319,3.1
24.329,3.1
24.339,3.098
24.349,3.098
24.359,3.097
24.369,3.096
24.379,3.095
24.389,3.093
24.399,3.093
24.409,3.091
24.419,3.09
24.429,3.09
24.439,3.089
24.449,3.088
24.459,3.087
24.469,3.086
24.479,3.085
24.489,3.084
24.499,3.083
24.509,3.082
24.519,3.081
24.529,3.08
24.539,3.079
24.549,3.078
24.559,3.077
24.569,3.077
24.579,3.076
24.589,3.075
24.599,3.074
24.609,3.072
24.619,3.071
24.629,3.071
24.639,3.069
24.649,3.069
24.659,3.068
24.669,3.067
24.679,3.066
24.689,3.065
24.699,3.064
24.709,3.063
24.719,3.062
24.729,3.061
24.739,3.06
24.749,3.059
24.759,3.058
24.769,3.057
24.779,3.056
24.789,3.056
24.799,3.054
24.809,3.054
24.819,3.053
24.829,3.052
24.839,3.051
24.849,3.05
24.859,3.049
24.869,3.048
24.879,3.047
24.889,3.046
24.899,3.045
24.909,3.044
24.919,3.043
24.929,3.042
24.939,3.041
24.949,3.041
24.959,3.04
24.969,3.039
24.979,3.038
24.989,3.037
24.999,3.036
25.009,3.035
25.019,3.034
25.029,3.033
25.039,3.032
25.049,3.031
25.059,3.03
25.069,3.029
25.079,3.029
25.089,3.028
25.099,3.027
25.109,3.026
25.119,3.025
25.129,3.024
25.139,3.023
25.149,3.022
25.159,3.021
25.169,3.02
25.179,3.019
25.189,3.018
25.199,3.017
25.209,3.016
25.219,3.016
25.229,3.015
25.239,3.014
25.249,3.013
25.259,3.012
25.269,3.011
25.279,3.01
25.289,3.009
25.299,3.008
25.309,3.007
25.319,3.007
25.329,3.006
25.339,3.005
25.349,3.004
25.359,3.003
25.369,3.002
25.379,3.001
25.389,3
25.399,3
25.409,2.999
25.419,2.997
25.429,2.996
25.439,2.996
25.449,2.995
25.459,2.994
25.469,2.993
25.479,2.992
25.489,2.991
25.499,2.99
25.509,2.99
25.519,2.989
25.529,2.988
25.539,2.987
25.549,2.986
25.559,2.985
25.569,2.984
25.579,2.983
25.589,2.983
25.599,2.981
25.609,2.981
25.619,2.98
25.629,2.98
25.639,2.978
25.649,2.977
25.659,2.977
25.669,2.975
25.679,2.975
25.689,2.974
25.699,2.973
25.709,2.972
25.719,2.971
25.729,2.97
25.739,2.969
25.749,2.968
25.759,2.968
25.769,2.967
25.779,2.966
25.789,2.965
25.799,2.964
25.809,2.963
25.819,2.962
25.829,2.962
25.839,2.961
25.849,2.96
25.859,2.959
25.869,2.958
25.879,2.957
25.889,2.956
25.899,2.956
25.909,2.955
25.919,2.954
25.929,2.953
25.939,2.952
25.949,2.952
25.959,2.95
25.969,2.95
25.979,2.949
25.989,2.948
25.999,2.947
26.009,2.946
26.019,2.945
26.029,2.944
26.039,2.944
26.049,2.943
26.059,2.942
26.069,2.941
26.079,2.94
26.089,2.939
26.099,2.938
26.109,2.937
26.119,2.937
26.129,2.936
26.139,2.935
26.149,2.934
26.159,2.933
26.169,2.933
26.179,2.932
26.189,2.931
26.199,2.93
26.209,2.929
26.219,2.929
26.229,2.927
26.239,2.927
26.249,2.926
26.259,2.925
26.269,2.924
26.279,2.924
26.289,2.922
26.299,2.922
26.309,2.92
26.319,2.92
26.329,2.919
26.339,2.919
26.349,2.918
26.359,2.917
26.369,2.916
26.379,2.915
26.389,2.914
26.399,2.914
26.409,2.913
26.419,2.912
26.429,2.911
26.439,2.91
26.449,2.909
26.459,2.908
26.469,2.908
26.479,2.907
26.489,2.906
26.499,2.905
26.509,2.904
26.519,2.904
26.529,2.903
26.539,2.902
26.549,2.901
26.559,2.9
26.569,2.9
26.579,2.898
26.589,2.898
26.599,2.897
26.609,2.896
26.619,2.895
26.629,2.895
26.639,2.894
26.649,2.893
26.659,2.892
26.669,2.891
26.679,2.891
26.689,2.889
26.699,2.889
26.709,2.888
26.719,2.887
26.729,2.887
26.739,2.885
26.749,2.885
26.759,2.884
26.769,2.883
26.779,2.882
26.789,2.882
26.799,2.881
26.809,2.88
26.819,2.879
26.829,2.879
26.839,2.878
26.849,2.876
26.859,2.876
26.869,2.875
26.879,2.874
26.889,2.873
26.899,2.873
26.909,2.872
26.919,2.871
26.929,2.87
26.939,2.869
26.949,2.869
26.959,2.868
26.969,2.867
26.979,2.866
26.989,2.865
26.999,2.865
27.009,2.864
27.019,2.863
27.029,2.862
27.039,2.862
27.049,2.861
27.059,2.86
27.069,2.859
27.079,2.859
27.089,2.858
27.099,2.857
27.109,2.856
27.119,2.856
27.129,2.854
27.139,2.854
27.149,2.853
27.159,2.852
27.169,2.851
27.179,2.85
27.189,2.85
27.199,2.849
27.209,2.848
27.219,2.847
27.229,2.847
27.239,2.846
27.249,2.845
27.259,2.845
27.269,2.844
27.279,2.843
27.289,2.842
27.299,2.841
27.309,2.841
27.319,2.84
27.329,2.839
27.339,2.838
27.349,2.837
27.359,2.837
27.369,2.835
27.379,2.835
27.389,2.834
27.399,2.834
27.409,2.833
27.419,2.832
27.429,2.832
27.439,2.831
27.449,2.83
27.459,2.829
27.469,2.828
27.479,2.828
27.489,2.827
27.499,2.826
27.509,2.825
27.519,2.824
27.529,2.824
27.539,2.823
27.549,2.822
27.559,2.822
27.569,2.821
27.579,2.82
27.589,2.819
27.599,2.818
27.609,2.817
27.619,2.817
27.629,2.817
27.639,2.815
27.649,2.815
27.659,2.814
27.669,2.813
27.679,2.812
27.689,2.811
27.699,2.811
27.709,2.81
27.719,2.81
27.729,2.809
27.739,2.808
27.749,2.807
27.759,2.806
27.769,2.806
27.779,2.805
27.789,2.804
27.799,2.804
27.809,2.803
27.819,2.802
27.829,2.801
27.839,2.8
27.849,2.799
27.859,2.799
27.869,2.798
27.879,2.798
27.889,2.796
27.899,2.796
27.909,2.795
27.919,2.795
27.929,2.793
27.939,2.793
27.949,2.792
27.959,2.792
27.969,2.791
27.979,2.79
27.989,2.789
27.999,2.788
28.009,2.788
28.019,2.787
28.029,2.786
28.039,2.786
28.049,2.785
28.059,2.784
28.069,2.783
28.079,2.783
28.089,2.782
28.099,2.781
28.109,2.78
28.119,2.78
28.129,2.779
28.139,2.778
28.149,2.777
28.159,2.776
28.169,2.776
28.179,2.775
28.189,2.775
28.199,2.774
28.209,2.773
28.219,2.773
28.229,2.772
28.239,2.771
28.249,2.771
28.259,2.77
28.269,2.769
28.279,2.768
28.289,2.768
28.299,2.767
28.309,2.766
28.319,2.765
28.329,2.765
28.339,2.764
28.349,2.763
28.359,2.763
28.369,2.762
28.379,2.761
28.389,2.761
28.399,2.76
28.409,2.759
28.419,2.758
28.429,2.758
28.439,2.757
28.449,2.756
28.459,2.756
28.469,2.755
28.479,2.754
28.489,2.754
28.499,2.753
28.509,2.752
28.519,2.751
28.529,2.751
28.539,2.75
28.549,2.749
28.559,2.749
28.569,2.748
28.579,2.747
28.588,2.746
28.599,2.746
28.608,2.745
28.619,2.744
28.629,2.744
28.639,2.743
28.648,2.742
28.658,2.741
28.668,2.741
28.678,2.74
28.688,2.74
28.698,2.738
28.708,2.738
28.718,2.737
28.728,2.737
28.738,2.736
28.748,2.735
28.758,2.735
28.768,2.734
28.778,2.733
28.788,2.733
28.798,2.732
28.808,2.731
28.818,2.73
28.828,2.73
28.838,2.729
28.848,2.729
28.858,2.728
28.868,2.727
28.878,2.726
28.888,2.726
28.898,2.725
28.908,2.725
28.918,2.724
28.928,2.723
28.938,2.722
28.948,2.722
28.958,2.721
28.968,2.72
28.978,2.72
28.988,2.719
28.998,2.718
29.008,2.718
29.018,2.717
29.028,2.716
29.038,2.715
29.048,2.715
29.058,2.714
29.068,2.713
29.078,2.712
29.088,2.712
29.098,2.712
29.108,2.711
29.118,2.711
29.128,2.71
29.138,2.709
29.149,2.708
29.158,2.708
29.168,2.707
29.178,2.706
29.188,2.706
29.198,2.705
29.208,2.704
29.218,2.703
29.228,2.703
29.238,2.702
29.248,2.701
29.258,2.7
29.268,2.7
29.278,2.699
29.288,2.699
29.298,2.698
29.308,2.698
29.318,2.697
29.328,2.696
29.338,2.696
29.348,2.695
29.358,2.694
29.368,2.693
29.378,2.693
29.388,2.692
29.398,2.691
29.408,2.691
29.418,2.69
29.428,2.689
29.438,2.689
29.448,2.688
29.458,2.688
29.468,2.687
29.478,2.687
29.488,2.686
29.498,2.685
29.508,2.685
29.518,2.684
29.528,2.683
29.538,2.683
29.548,2.682
29.558,2.681
29.568,2.68
29.578,2.68
29.588,2.679
29.598,2.678
29.608,2.678
29.618,2.677
29.628,2.676
29.638,2.676
29.648,2.675
29.658,2.675
29.668,2.675
29.678,2.673
29.688,2.673
29.698,2.672
29.708,2.671
29.718,2.671
29.728,2.67
29.738,2.669
29.748,2.668
29.758,2.668
29.768,2.667
29.778,2.667
29.788,2.666
29.798,2.666
29.808,2.665
29.818,2.664
29.828,2.664
29.838,2.663
29.848,2.663
29.858,2.662
29.868,2.661
29.878,2.66
29.888,2.66
29.898,2.659
29.908,2.659
29.918,2.658
29.928,2.657
29.938,2.657
29.948,2.656
29.958,2.655
29.968,2.655
29.978,2.654
29.988,2.654
29.998,2.652
30.008,2.652
30.018,2.652
30.028,2.651
30.038,2.65
30.048,2.65
30.058,2.649
30.068,2.649
30.078,2.648
30.088,2.647
30.098,2.647
30.108,2.646
30.118,2.645
30.128,2.645
30.138,2.644
30.148,2.644
30.158,2.643
30.168,2.642
30.178,2.642
30.188,2.641
30.198,2.64
30.208,2.64
30.218,2.639
30.228,2.639
30.238,2.638
30.248,2.637
30.258,2.637
30.268,2.636
30.278,2.636
30.288,2.635
30.298,2.634
30.308,2.634
30.318,2.633
30.328,2.633
30.338,2.632
30.348,2.631
30.358,2.631
30.368,2.63
30.378,2.63
30.388,2.629
30.398,2.628
30.408,2.627
30.418,2.627
30.428,2.627
30.438,2.626
30.448,2.625
30.458,2.625
30.468,2.624
30.478,2.623
30.488,2.623
30.498,2.623
30.508,2.622
30.518,2.621
30.528,2.621
30.538,2.619
30.548,2.619
30.558,2.618
30.568,2.618
30.578,2.617
30.588,2.616
30.598,2.616
30.608,2.615
30.618,2.615
30.628,2.614
30.638,2.614
30.648,2.613
30.658,2.613
30.668,2.612
30.678,2.611
30.688,2.611
30.698,2.61
30.708,2.61
30.718,2.609
30.728,2.609
30.738,2.608
30.748,2.608
30.758,2.607
30.768,2.606
30.778,2.605
30.788,2.605
30.798,2.604
30.808,2.604
30.818,2.603
30.828,2.603
30.838,2.602
30.848,2.601
30.858,2.601
30.868,2.6
30.878,2.6
30.888,2.599
30.898,2.599
30.908,2.598
30.918,2.597
30.928,2.597
30.938,2.596
30.948,2.595
30.958,2.594
30.968,2.594
30.978,2.593
30.988,2.593
30.998,2.592
31.008,2.592
31.018,2.591
31.028,2.591
31.038,2.59
31.048,2.59
31.058,2.589
31.068,2.589
31.078,2.588
31.088,2.588
31.098,2.587
31.108,2.586
31.118,2.586
31.128,2.585
31.138,2.585
31.148,2.584
31.158,2.583
31.168,2.583
31.178,2.582
31.188,2.581
31.198,2.581
31.208,2.58
31.218,2.58
31.228,2.579
31.238,2.579
31.248,2.578
31.258,2.578
31.268,2.577
31.278,2.577
31.288,2.576
31.298,2.576
31.308,2.575
31.318,2.574
31.328,2.574
31.338,2.573
31.348,2.573
31.358,2.572
31.368,2.571
31.378,2.571
31.388,2.57
31.398,2.57
31.408,2.569
31.418,2.568
31.428,2.568
31.438,2.567
31.448,2.567
31.458,2.567
31.468,2.566
31.478,2.566
31.488,2.565
31.498,2.564
31.508,2.563
31.518,2.563
31.528,2.562
31.538,2.562
31.548,2.561
31.558,2.561
31.568,2.56
31.578,2.56
31.588,2.559
31.598,2.558
31.608,2.558
31.618,2.558
31.628,2.557
31.638,2.556
31.648,2.556
31.658,2.555
31.668,2.554
31.678,2.554
31.688,2.553
31.698,2.553
31.708,2.552
31.718,2.552
31.728,2.551
31.738,2.551
31.748,2.55
31.758,2.55
31.768,2.549
31.778,2.549
31.788,2.548
31.798,2.547
31.808,2.547
31.818,2.546
31.828,2.546
31.838,2.545
31.848,2.545
31.858,2.544
31.868,2.543
31.878,2.543
31.888,2.542
31.898,2.542
31.908,2.542
31.918,2.541
31.928,2.54
31.938,2.54
31.948,2.54
31.958,2.539
31.968,2.538
31.978,2.538
31.988,2.537
31.998,2.536
32.008,2.536
32.018,2.535
32.028,2.535
32.038,2.534
32.048,2.534
32.058,2.533
32.068,2.533
32.078,2.532
32.088,2.532
32.098,2.532
32.108,2.53
32.118,2.53
32.128,2.53
32.138,2.529
32.148,2.529
32.158,2.528
32.168,2.528
32.178,2.527
32.188,2.526
32.198,2.526
32.208,2.525
32.218,2.525
32.228,2.525
32.238,2.524
32.248,2.523
32.258,2.523
32.268,2.522
32.278,2.522
32.288,2.521
32.298,2.52
32.308,2.52
32.318,2.519
32.328,2.519
32.338,2.518
32.348,2.518
32.358,2.517
32.368,2.517
32.378,2.517
32.388,2.516
32.398,2.516
32.408,2.515
32.418,2.514
32.428,2.514
32.438,2.513
32.448,2.512
32.458,2.512
32.468,2.512
32.478,2.511
32.488,2.511
32.498,2.51
32.508,2.51
32.518,2.509
32.528,2.509
32.538,2.508
32.548,2.507
32.558,2.507
32.568,2.506
32.578,2.506
32.588,2.506
32.598,2.505
32.608,2.505
32.618,2.503
32.628,2.504
32.638,2.503
32.648,2.502
32.658,2.502
32.668,2.501
32.678,2.501
32.688,2.501
32.698,2.5
32.708,2.499
32.718,2.499
32.728,2.498
32.738,2.497
32.748,2.497
32.758,2.496
32.768,2.496
32.778,2.496
32.788,2.495
32.798,2.494
32.808,2.494
32.818,2.494
32.828,2.493
32.838,2.493
32.848,2.492
32.858,2.492
32.868,2.491
32.878,2.491
32.888,2.49
32.898,2.49
32.908,2.489
32.918,2.489
32.928,2.488
32.938,2.488
32.948,2.487
32.958,2.487
32.968,2.486
32.978,2.485
32.988,2.485
32.998,2.485
33.008,2.484
33.018,2.483
33.028,2.483
33.038,2.483
33.048,2.482
33.058,2.482
33.068,2.481
33.078,2.481
33.088,2.48
33.098,2.479
33.108,2.479
33.118,2.479
33.128,2.479
33.138,2.477
33.148,2.477
33.158,2.477
33.168,2.476
33.178,2.475
33.188,2.475
33.198,2.474
33.208,2.474
33.218,2.474
33.228,2.473
33.238,2.473
33.248,2.472
33.258,2.472
33.268,2.471
33.278,2.471
33.288,2.47
33.298,2.47
33.308,2.469
33.318,2.469
33.328,2.468
33.338,2.468
33.348,2.468
33.358,2.467
33.368,2.466
33.378,2.466
33.388,2.466
33.398,2.465
33.408,2.464
33.418,2.464
33.428,2.463
33.438,2.463
33.448,2.462
33.458,2.462
33.468,2.462
33.478,2.461
33.488,2.461
33.498,2.46
33.508,2.459
33.518,2.459
33.528,2.458
33.538,2.458
33.548,2.458
33.558,2.457
33.568,2.457
33.578,2.457
33.588,2.456
33.598,2.455
33.608,2.455
33.618,2.454
33.628,2.454
33.638,2.454
33.648,2.453
33.658,2.452
33.668,2.452
33.678,2.451
33.688,2.451
33.698,2.451
33.708,2.45
33.718,2.449
33.728,2.449
33.738,2.449
33.748,2.448
33.758,2.447
33.768,2.447
33.778,2.447
33.788,2.446
33.798,2.445
33.808,2.445
33.818,2.445
33.828,2.444
33.838,2.444
33.848,2.444
33.858,2.443
33.868,2.443
33.878,2.442
33.888,2.441
33.898,2.441
33.908,2.441
33.918,2.44
33.928,2.44
33.938,2.439
33.948,2.439
33.958,2.438
33.968,2.438
33.978,2.437
33.988,2.437
33.998,2.436
34.008,2.435
34.018,2.436
34.028,2.435
34.038,2.434
34.048,2.434
34.058,2.434
34.068,2.433
34.078,2.433
34.088,2.433
34.098,2.432
34.108,2.431
34.118,2.431
34.128,2.43
34.138,2.43
34.148,2.43
34.158,2.429
34.168,2.429
34.178,2.428
34.188,2.428
34.198,2.427
34.208,2.427
34.218,2.426
34.228,2.426
34.238,2.425
34.248,2.425
34.258,2.425
34.268,2.424
34.278,2.423
34.288,2.423
34.298,2.422
34.308,2.422
34.318,2.421
34.328,2.421
34.338,2.421
34.348,2.421
34.358,2.42
34.368,2.42
34.378,2.419
34.388,2.419
34.398,2.418
34.408,2.418
34.418,2.417
34.428,2.417
34.438,2.416
34.448,2.416
34.458,2.416
34.468,2.415
34.478,2.414
34.488,2.414
34.498,2.413
34.508,2.413
34.518,2.413
34.528,2.412
34.538,2.411
34.548,2.411
34.558,2.411
